topic_name|topic_url|course_name
socialization|http://dbpedia.org/resource/Socialization|Toys Media Literacy and Childrens Popular Culture
media literacy|http://dbpedia.org/resource/Media_literacy|Toys Media Literacy and Childrens Popular Culture
human resources|http://dbpedia.org/resource/Human_resources|Working in Childhood Settings: Leadership and Organizational Issues
computer|http://dbpedia.org/resource/Computer|Real-Time Computer Control Systems
discrete-time|http://dbpedia.org/resource/Discrete_time_and_continuous_time|Real-Time Computer Control Systems
z-transform|http://dbpedia.org/resource/Z-transform|Real-Time Computer Control Systems
root locus|http://dbpedia.org/resource/Root_locus|Real-Time Computer Control Systems
frequency response|http://dbpedia.org/resource/Frequency_response|Real-Time Computer Control Systems
sample rate|http://dbpedia.org/resource/Sampling_(signal_processing)|Real-Time Computer Control Systems
quantization|http://dbpedia.org/resource/Quantum_mechanics|Real-Time Computer Control Systems
scheduling theory|http://dbpedia.org/resource/Scheduling_(computing)|Real-Time Computer Control Systems
Electromagnetic Compatibility|http://dbpedia.org/resource/Electromagnetic_compatibility|Techniques in Electromagnetic Compatibility
EMC|http://dbpedia.org/resource/Electromagnetic_compatibility|Techniques in Electromagnetic Compatibility
antenna|http://dbpedia.org/resource/Radio|Techniques in Electromagnetic Compatibility
magnetic|http://dbpedia.org/resource/Magnetic_field|Techniques in Electromagnetic Compatibility
radiation|http://dbpedia.org/resource/Electromagnetic_radiation|Techniques in Electromagnetic Compatibility
parallel transmission|http://dbpedia.org/resource/Parallel_communication|Techniques in Electromagnetic Compatibility
capacitive coupling|http://dbpedia.org/resource/Capacitive_coupling|Techniques in Electromagnetic Compatibility
magnetic field|http://dbpedia.org/resource/Magnetic_field|Techniques in Electromagnetic Compatibility
screening|http://dbpedia.org/resource/Electric-field_screening|Techniques in Electromagnetic Compatibility
shielding effectiveness|http://dbpedia.org/resource/Electromagnetic_shielding|Techniques in Electromagnetic Compatibility
TEM|http://dbpedia.org/resource/Transverse_mode|Techniques in Electromagnetic Compatibility
intermodulation|http://dbpedia.org/resource/Intermodulation|Techniques in Electromagnetic Compatibility
spectrum analyzer|http://dbpedia.org/resource/Spectrum_analyzer|Techniques in Electromagnetic Compatibility
pseudo-random noise|http://dbpedia.org/resource/Pseudorandom_noise|Techniques in Electromagnetic Compatibility
bandwidth|http://dbpedia.org/resource/Spectral_line|Techniques in Electromagnetic Compatibility
noise figure|http://dbpedia.org/resource/Noise_figure|Techniques in Electromagnetic Compatibility
Acoustics|http://dbpedia.org/resource/Acoustics|Acoustics
elastic|http://dbpedia.org/resource/Linear_elasticity|Acoustics
mechanical energy|http://dbpedia.org/resource/Mechanical_energy|Acoustics
underwater acoustics|http://dbpedia.org/resource/Underwater_acoustics|Acoustics
vibration control|http://dbpedia.org/resource/Vibration_control|Acoustics
mutual impedance|http://dbpedia.org/resource/Antenna_(radio)|Antennas
Equivalence principle|http://dbpedia.org/resource/Equivalence_principle|Antennas
Aperture|http://dbpedia.org/resource/Aperture|Antennas
autonomous cars|http://dbpedia.org/resource/Autonomous_car|Autonomy for Mobile Robots
robot|http://dbpedia.org/resource/Robot|Autonomy for Mobile Robots
odometry|http://dbpedia.org/resource/Odometry|Autonomy for Mobile Robots
beam|http://dbpedia.org/resource/Laser|Autonomy for Mobile Robots
SLAM|http://dbpedia.org/resource/Simultaneous_localization_and_mapping|Autonomy for Mobile Robots
algorithm|http://dbpedia.org/resource/Algorithm|Autonomy for Mobile Robots
voltage|http://dbpedia.org/resource/Voltage_source|Basic Circuit Analysis
energy|http://dbpedia.org/resource/Energy|Basic Circuit Analysis
Time|http://dbpedia.org/resource/Time|Basic Circuit Analysis
Ohm|http://dbpedia.org/resource/Ohm's_law|Basic Circuit Analysis
Transient response|http://dbpedia.org/resource/Transient_response|Basic Circuit Analysis
Natural frequency|http://dbpedia.org/resource/Natural_frequency|Basic Circuit Analysis
damping|http://dbpedia.org/resource/Damping_ratio|Basic Circuit Analysis
AC|http://dbpedia.org/resource/AC_power|Basic Circuit Analysis
resonance|http://dbpedia.org/resource/Resonance|Basic Circuit Analysis
impedance|http://dbpedia.org/resource/Electrical_impedance|Basic Circuit Analysis
power factor|http://dbpedia.org/resource/Power_factor|Basic Circuit Analysis
Delta|http://dbpedia.org/resource/Delta_Air_Lines|Basic Circuit Analysis
voltage|http://dbpedia.org/resource/Voltage|Behaviour of Power Systems
electromagnetic|http://dbpedia.org/resource/Electromagnetism|Behaviour of Power Systems
numerical simulation|http://dbpedia.org/resource/Computer_simulation|Behaviour of Power Systems
signal processing|http://dbpedia.org/resource/Signal_processing|Biological Signal Processing
bioengineering|http://dbpedia.org/resource/Biological_engineering|Biological Signal Processing
electroencephalogram|http://dbpedia.org/resource/Electroencephalography|Biological Signal Processing
EEG|http://dbpedia.org/resource/Electroencephalography|Biological Signal Processing
functional MRI|http://dbpedia.org/resource/Functional_magnetic_resonance_imaging|Biological Signal Processing
electrocardiography|http://dbpedia.org/resource/Electrocardiography|Biological Signal Processing
near-infrared spectroscopy|http://dbpedia.org/resource/Near-infrared_spectroscopy|Biological Signal Processing
NIRS|http://dbpedia.org/resource/Near-infrared_spectroscopy|Biological Signal Processing
muscle|http://dbpedia.org/resource/Muscle|Biological Signal Processing
electromyography|http://dbpedia.org/resource/Electromyography|Biological Signal Processing
EMG|http://dbpedia.org/resource/Electromyography|Biological Signal Processing
time-frequency analysis|http://dbpedia.org/resource/Timeâ€“frequency_analysis|Biological Signal Processing
multivariate analyses|http://dbpedia.org/resource/Multivariate_analysis|Biological Signal Processing
human eye|http://dbpedia.org/resource/Human_eye|Broadcast Signal Transmission
pixel|http://dbpedia.org/resource/Pixel|Broadcast Signal Transmission
serial digital interface|http://dbpedia.org/resource/Serial_digital_interface|Broadcast Signal Transmission
SDI|http://dbpedia.org/resource/Serial_digital_interface|Broadcast Signal Transmission
1080i|http://dbpedia.org/resource/1080i|Broadcast Signal Transmission
720i|http://dbpedia.org/resource/720p|Broadcast Signal Transmission
MPEG-2|http://dbpedia.org/resource/MPEG-2|Broadcast Signal Transmission
MPEG-4|http://dbpedia.org/resource/MPEG-4|Broadcast Signal Transmission
JPEG|http://dbpedia.org/resource/JPEG|Broadcast Signal Transmission
Modulation|http://dbpedia.org/resource/Modulation|Broadcast Signal Transmission
QPSK|http://dbpedia.org/resource/Phase-shift_keying|Broadcast Signal Transmission
QAM|http://dbpedia.org/resource/Quadrature_amplitude_modulation|Broadcast Signal Transmission
VSB|http://dbpedia.org/resource/Single-sideband_modulation|Broadcast Signal Transmission
terrestrial|http://dbpedia.org/resource/Terrestrial_television|Broadcast Signal Transmission
DVB-T2|http://dbpedia.org/resource/Digital_Video_Broadcasting|Broadcast Signal Transmission
ATSC|http://dbpedia.org/resource/ATSC_standards|Broadcast Signal Transmission
Satellite broadcasting|http://dbpedia.org/resource/Satellite_television|Broadcast Signal Transmission
DVB|http://dbpedia.org/resource/Digital_Video_Broadcasting|Broadcast Signal Transmission
S2|http://dbpedia.org/resource/Heart_sounds|Broadcast Signal Transmission
travelling wave|http://dbpedia.org/resource/Wave|Broadcast Signal Transmission
waveguide|http://dbpedia.org/resource/Waveguide|Broadcast Signal Transmission
coaxial cable|http://dbpedia.org/resource/Coaxial_cable|Broadcast Signal Transmission
Electrical Engineering|http://dbpedia.org/resource/Electrical_engineering|Capstone Electrical Engineering Design Project
BEng|http://dbpedia.org/resource/Bachelor_of_Engineering|Capstone Electrical Engineering Design Project
COEN|http://dbpedia.org/resource/Coen_River|Capstone Electrical Engineering Design Project
electromagnetics|http://dbpedia.org/resource/Electromagnetism|Capstone Electrical Engineering Design Project
power electronics|http://dbpedia.org/resource/Power_electronics|Capstone Electrical Engineering Design Project
software design|http://dbpedia.org/resource/Software_engineering|Capstone Electrical Engineering Design Project
project management|http://dbpedia.org/resource/Project_management|Capstone Electrical Engineering Design Project
technical writing|http://dbpedia.org/resource/Technical_writing|Capstone Electrical Engineering Design Project
Partial Differential Equations|http://dbpedia.org/resource/Partial_differential_equation|Complex Variables and Partial Differential Equations
arithmetic|http://dbpedia.org/resource/Arithmetic|Complex Variables and Partial Differential Equations
Laurent|http://dbpedia.org/resource/Laurent_de_Brunhoff|Complex Variables and Partial Differential Equations
Fourier series|http://dbpedia.org/resource/Fourier_series|Complex Variables and Partial Differential Equations
Laplace|http://dbpedia.org/resource/Laplace's_equation|Complex Variables and Partial Differential Equations
Legendre|http://dbpedia.org/resource/Adrien-Marie_Legendre|Complex Variables and Partial Differential Equations
Time|http://dbpedia.org/resource/Time|Continuous-Time Signals and Systems
LTI|http://dbpedia.org/resource/Linear_time-invariant_theory|Continuous-Time Signals and Systems
Impulse response|http://dbpedia.org/resource/Impulse_response|Continuous-Time Signals and Systems
convolution|http://dbpedia.org/resource/Convolution|Continuous-Time Signals and Systems
differential|http://dbpedia.org/resource/Differential_equation|Continuous-Time Signals and Systems
Fourier series|http://dbpedia.org/resource/Fourier_series|Continuous-Time Signals and Systems
Fourier transform|http://dbpedia.org/resource/Fourier_transform|Continuous-Time Signals and Systems
Inverse Fourier transform|http://dbpedia.org/resource/Fourier_inversion_theorem|Continuous-Time Signals and Systems
Laplace|http://dbpedia.org/resource/Laplace_transform|Continuous-Time Signals and Systems
Transfer function|http://dbpedia.org/resource/Transfer_function|Continuous-Time Signals and Systems
block diagram|http://dbpedia.org/resource/Block_diagram|Continuous-Time Signals and Systems
frequency domain|http://dbpedia.org/resource/Frequency_domain|Continuous-Time Signals and Systems
Amplitude modulation|http://dbpedia.org/resource/Amplitude_modulation|Continuous-Time Signals and Systems
demodulation|http://dbpedia.org/resource/Demodulation|Continuous-Time Signals and Systems
Control system|http://dbpedia.org/resource/Control_system|Control of Electrical Power Conversion Systems
Electromechanical systems|http://dbpedia.org/resource/Electromechanics|Control of Electrical Power Conversion Systems
electrical machine|http://dbpedia.org/resource/Electric_machine|Control of Electrical Power Conversion Systems
electric motor|http://dbpedia.org/resource/Electric_motor|Control of Electrical Power Conversion Systems
